Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.5498792270531401	0.5385265700483092	0.5826086956521739	0.5440821256038648	0.5880434782608696	0.5277777777777778	0.5827294685990339	0.566304347826087	0.5443236714975845	0.598792270531401	0.5330917874396135	0.5934782608695651	0.5276570048309179	0.5719806763285024	0.5277777777777778	0.5388888888888889	0.5332125603864735	
0.15000000000000002	0.5555555555555556	0.6652173913043479	0.6266908212560387	0.6266908212560387	0.5435990338164252	0.5991545893719807	0.5716183574879227	0.605072463768116	0.566183574879227	0.5938405797101449	0.5995169082125603	0.5554347826086956	0.577415458937198	0.6105072463768116	0.5716183574879227	0.5992753623188405	0.5943236714975846	
0.10000000000000002	0.6047101449275363	0.5987922705314009	0.6318840579710145	0.616183574879227	0.6539855072463768	0.6265700483091787	0.6155797101449275	0.6432367149758454	0.6048309178743961	0.5711352657004831	0.6486714975845411	0.6318840579710145	0.6154589371980677	0.571256038647343	0.6160628019323672	0.6158212560386473	0.5770531400966183	
0.05000000000000002	0.5986714975845411	0.6042270531400967	0.5489130434782609	0.653864734299517	0.5938405797101449	0.582608695652174	0.6045893719806764	0.6702898550724637	0.6157004830917874	0.6099033816425121	0.6545893719806763	0.6212560386473429	0.6322463768115942	0.6373188405797101	0.6321256038647343	0.6159420289855073	0.6483091787439613	



Data Set	Hidden Size	Error Threshold	Accuracy0
3	14	0.1	57.78%
0	15	0.1	58.7%
1	15	0.1	63.04%
2	15	0.1	64.44%
3	15	0.1	71.11%
0	16	0.1	47.83%
1	16	0.1	65.22%
2	16	0.1	66.67%
3	16	0.1	62.22%
0	17	0.1	60.87%
1	17	0.1	58.7%
2	17	0.1	53.33%
3	17	0.1	55.56%
0	18	0.1	60.87%
1	18	0.1	63.04%
2	18	0.1	64.44%
3	18	0.1	71.11%
0	19	0.1	63.04%
1	19	0.1	63.04%
2	19	0.1	64.44%
3	19	0.1	62.22%
0	20	0.1	63.04%
1	20	0.1	58.7%
2	20	0.1	64.44%
3	20	0.1	60%
0	21	0.1	60.87%
1	21	0.1	56.52%
2	21	0.1	55.56%
3	21	0.1	55.56%
0	22	0.1	60.87%
1	22	0.1	50%
2	22	0.1	68.89%
3	22	0.1	66.67%
0	23	0.1	56.52%
1	23	0.1	58.7%
2	23	0.1	68.89%
3	23	0.1	62.22%
0	24	0.1	56.52%
1	24	0.1	56.52%
2	24	0.1	55.56%
3	24	0.1	62.22%
0	8	0.05	63.04%
1	8	0.05	60.87%
2	8	0.05	55.56%
3	8	0.05	60%
0	9	0.05	63.04%
1	9	0.05	60.87%
2	9	0.05	71.11%
3	9	0.05	46.67%
0	10	0.05	60.87%
1	10	0.05	58.7%
2	10	0.05	55.56%
3	10	0.05	44.44%
0	11	0.05	65.22%
1	11	0.05	65.22%
2	11	0.05	60%
3	11	0.05	71.11%
0	12	0.05	56.52%
1	12	0.05	54.35%
2	12	0.05	57.78%
3	12	0.05	68.89%
0	13	0.05	63.04%
1	13	0.05	50%
2	13	0.05	55.56%
3	13	0.05	64.44%
0	14	0.05	58.7%
1	14	0.05	58.7%
2	14	0.05	64.44%
3	14	0.05	60%
0	15	0.05	58.7%
1	15	0.05	76.09%
2	15	0.05	66.67%
3	15	0.05	66.67%
0	16	0.05	54.35%
1	16	0.05	63.04%
2	16	0.05	60%
3	16	0.05	68.89%
0	17	0.05	63.04%
1	17	0.05	58.7%
2	17	0.05	62.22%
3	17	0.05	60%
0	18	0.05	58.7%
1	18	0.05	58.7%
2	18	0.05	68.89%
3	18	0.05	75.56%
0	19	0.05	65.22%
1	19	0.05	52.17%
2	19	0.05	62.22%
3	19	0.05	68.89%
0	20	0.05	56.52%
1	20	0.05	63.04%
2	20	0.05	71.11%
3	20	0.05	62.22%
0	21	0.05	63.04%
1	21	0.05	65.22%
2	21	0.05	71.11%
3	21	0.05	55.56%
0	22	0.05	60.87%
1	22	0.05	60.87%
2	22	0.05	73.33%
3	22	0.05	57.78%
0	23	0.05	60.87%
1	23	0.05	52.17%
2	23	0.05	68.89%
3	23	0.05	64.44%
0	24	0.05	71.74%
1	24	0.05	58.7%
2	24	0.05	64.44%
3	24	0.05	64.44%

