Error Threshold	Hidden Size = 8	Hidden Size = 9	Hidden Size = 10	Hidden Size = 11	Hidden Size = 12	Hidden Size = 13	Hidden Size = 14	Hidden Size = 15	Hidden Size = 16	Hidden Size = 17	Hidden Size = 18	Hidden Size = 19	Hidden Size = 20	Hidden Size = 21	Hidden Size = 22	Hidden Size = 23	Hidden Size = 24
0.2	0.6705627705627706	0.716017316017316	0.6701298701298702	0.6883116883116884	0.7155844155844155	0.7064935064935065	0.7246753246753247	0.716017316017316	0.6787878787878788	0.6974025974025974	0.6883116883116884	0.7069264069264068	0.7069264069264068	0.6792207792207792	0.6333333333333333	0.6792207792207792	0.6978354978354979	
0.15000000000000002	0.751948051948052	0.7337662337662337	0.7978354978354979	0.7523809523809525	0.7792207792207793	0.7792207792207793	0.7978354978354979	0.7610389610389611	0.7432900432900432	0.7337662337662337	0.7519480519480519	0.7337662337662337	0.7887445887445887	0.7523809523809524	0.7151515151515151	0.7337662337662338	0.7982683982683983	
0.10000000000000002	0.7151515151515151	0.7138528138528139	0.6675324675324675	0.7129870129870131	0.7610389610389611	0.7523809523809524	0.7701298701298702	0.7696969696969698	0.7038961038961039	0.7610389610389611	0.7705627705627707	0.751948051948052	0.7432900432900433	0.7614718614718615	0.741991341991342	0.7978354978354979	0.7519480519480519	
0.05000000000000002	0.631168831168831	0.6956709956709956	0.6584415584415584	0.7506493506493508	0.6493506493506493	0.6766233766233767	0.7134199134199135	0.7056277056277056	0.6857142857142857	0.741991341991342	0.7510822510822511	0.6961038961038961	0.7142857142857142	0.7238095238095238	0.7233766233766235	0.6766233766233766	0.7246753246753247	



Data Set	Hidden Size	Error Threshold	Accuracy0
3	24	0.15	90.91%
4	24	0.15	80.95%
0	8	0.1	86.36%
1	8	0.1	68.18%
2	8	0.1	77.27%
3	8	0.1	59.09%
4	8	0.1	66.67%
0	9	0.1	77.27%
1	9	0.1	68.18%
2	9	0.1	72.73%
3	9	0.1	86.36%
4	9	0.1	52.38%
0	10	0.1	72.73%
1	10	0.1	68.18%
2	10	0.1	68.18%
3	10	0.1	81.82%
4	10	0.1	42.86%
0	11	0.1	77.27%
1	11	0.1	77.27%
2	11	0.1	81.82%
3	11	0.1	77.27%
4	11	0.1	42.86%
0	12	0.1	81.82%
1	12	0.1	72.73%
2	12	0.1	77.27%
3	12	0.1	77.27%
4	12	0.1	71.43%
0	13	0.1	81.82%
1	13	0.1	68.18%
2	13	0.1	72.73%
3	13	0.1	77.27%
4	13	0.1	76.19%
0	14	0.1	72.73%
1	14	0.1	72.73%
2	14	0.1	86.36%
3	14	0.1	81.82%
4	14	0.1	71.43%
0	15	0.1	81.82%
1	15	0.1	72.73%
2	15	0.1	77.27%
3	15	0.1	86.36%
4	15	0.1	66.67%
0	16	0.1	81.82%
1	16	0.1	68.18%
2	16	0.1	72.73%
3	16	0.1	86.36%
4	16	0.1	42.86%
0	17	0.1	86.36%
1	17	0.1	72.73%
2	17	0.1	72.73%
3	17	0.1	77.27%
4	17	0.1	71.43%
0	18	0.1	77.27%
1	18	0.1	68.18%
2	18	0.1	81.82%
3	18	0.1	81.82%
4	18	0.1	76.19%
0	19	0.1	77.27%
1	19	0.1	63.64%
2	19	0.1	72.73%
3	19	0.1	90.91%
4	19	0.1	71.43%
0	20	0.1	72.73%
1	20	0.1	68.18%
2	20	0.1	72.73%
3	20	0.1	81.82%
4	20	0.1	76.19%
0	21	0.1	77.27%
1	21	0.1	68.18%
2	21	0.1	77.27%
3	21	0.1	81.82%
4	21	0.1	76.19%
0	22	0.1	81.82%
1	22	0.1	72.73%
2	22	0.1	72.73%
3	22	0.1	81.82%
4	22	0.1	61.9%
0	23	0.1	90.91%
1	23	0.1	72.73%
2	23	0.1	77.27%
3	23	0.1	81.82%
4	23	0.1	76.19%
0	24	0.1	72.73%
1	24	0.1	68.18%
2	24	0.1	77.27%
3	24	0.1	86.36%
4	24	0.1	71.43%
0	8	0.05	50%
1	8	0.05	68.18%
2	8	0.05	68.18%
3	8	0.05	86.36%
4	8	0.05	42.86%
0	9	0.05	81.82%
1	9	0.05	72.73%
2	9	0.05	63.64%
3	9	0.05	77.27%
4	9	0.05	52.38%
0	10	0.05	50%
1	10	0.05	72.73%
2	10	0.05	81.82%
3	10	0.05	81.82%
4	10	0.05	42.86%
0	11	0.05	81.82%
1	11	0.05	68.18%
2	11	0.05	81.82%
3	11	0.05	86.36%
4	11	0.05	57.14%
0	12	0.05	72.73%
1	12	0.05	59.09%
2	12	0.05	72.73%
3	12	0.05	77.27%
4	12	0.05	42.86%
0	13	0.05	72.73%
1	13	0.05	68.18%
2	13	0.05	72.73%
3	13	0.05	81.82%
4	13	0.05	42.86%
0	14	0.05	77.27%
1	14	0.05	72.73%
2	14	0.05	72.73%
3	14	0.05	86.36%
4	14	0.05	47.62%
0	15	0.05	68.18%
1	15	0.05	68.18%
2	15	0.05	68.18%
3	15	0.05	86.36%
4	15	0.05	61.9%
0	16	0.05	77.27%
1	16	0.05	81.82%
2	16	0.05	63.64%
3	16	0.05	77.27%
4	16	0.05	42.86%
0	17	0.05	68.18%
1	17	0.05	72.73%
2	17	0.05	77.27%
3	17	0.05	90.91%
4	17	0.05	61.9%
0	18	0.05	77.27%
1	18	0.05	72.73%
2	18	0.05	81.82%
3	18	0.05	81.82%
4	18	0.05	61.9%
0	19	0.05	68.18%
1	19	0.05	72.73%
2	19	0.05	77.27%
3	19	0.05	72.73%
4	19	0.05	57.14%
0	20	0.05	77.27%
1	20	0.05	72.73%
2	20	0.05	68.18%
3	20	0.05	81.82%
4	20	0.05	57.14%
0	21	0.05	72.73%
1	21	0.05	72.73%
2	21	0.05	77.27%
3	21	0.05	77.27%
4	21	0.05	61.9%
0	22	0.05	77.27%
1	22	0.05	72.73%
2	22	0.05	68.18%
3	22	0.05	86.36%
4	22	0.05	57.14%
0	23	0.05	68.18%
1	23	0.05	68.18%
2	23	0.05	68.18%
3	23	0.05	90.91%
4	23	0.05	42.86%
0	24	0.05	77.27%
1	24	0.05	77.27%
2	24	0.05	59.09%
3	24	0.05	77.27%
4	24	0.05	71.43%

